id	wav_path	ref	hyp_large_am	hyp_large_total	am_large	lm_large	cons_large	hyp_ccnn_am	hyp_ccnn_total	am_ccnn	lm_ccnn	cons_ccnn
0a041c0406	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/09da0/0a041c0406.wav	सूर्य उपासनासँग सम्बन्धित	सूर्य उपासनासँग सम्बन्धित	सूर्य उपासनासँग सम्बन्धित	-0.29754602909088135	-1.6939283517690806	-2.1260126022053345e-07	सूर्य उपासनासँग सम्बन्धित	सूर्य उपासनासँग सम्बन्धित	-0.26688018441200256	-1.6939283517690806	-2.1260126022053345e-07
0a05e50d04	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1ad64/0a05e50d04.wav	आरएक्सटीई एक लङ	आरेक्स्टि एक्लब	आरेक्स्टि एक्लब	-0.4869871735572815	-3.3851518630981445	-5.4421736450649405e-08	आरेक्स्टी एक्लब	आरेक्स्टी एक्लब	-0.4147905111312866	-3.2620913982391357	-6.71217819103731e-08
0a0e3d462f	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/b1066/0a0e3d462f.wav	कमजोर फसलको	कमजोर फसलको	कमजोर फसलको	-0.3334868848323822	-2.960977872212728	-1.9928161047270503e-08	कमजोर फसलको	कमजोर फसलको	-0.30693569779396057	-2.960977872212728	-1.9928161047270503e-08
0a0e9dccdc	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1b29c/0a0e9dccdc.wav	दिलाएका थिए	दिलाएका थिए	दिलाएका थिए	-0.32654237747192383	-1.788106123606364	-9.083090427945233e-08	दिलाएका थिए	दिलाएका थिए	-0.3407193124294281	-1.788106123606364	-9.083090427945233e-08
0a1317450a	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/555eb/0a1317450a.wav	निम्ति निवेदन गरेको	निम्ति निवेदन ग	निम्ति निवेदन ग	-0.28848692774772644	-2.2505898475646973	-3.4478068755561253e-07	निम्ति निवेदन ग	निम्ति निवेदन ग	-0.27406781911849976	-2.2505898475646973	-3.4478068755561253e-07
0a177a2bd2	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/95eb0/0a177a2bd2.wav	समान ध्रुवहरूमा परस्पर	समान ध्रुवहरूमा परस्पर	समान ध्रुवहरूमा परस्पर	-0.3784712553024292	-2.2282416302224863	-4.401723028580739e-08	समान ध्रुवहरूमा परस्पर	समान ध्रुवहरूमा परस्पर	-0.33486002683639526	-2.2282416302224863	-4.401723028580739e-08
0a17df7ec3	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/aec56/0a17df7ec3.wav	काक्रेबिहार विकास	काँक्रे विहार विकास	काँक्रे विहार विकास	-0.3526284694671631	-1.934445571899414	-0.8557730674743652	काँक्रेबिहार विकास	काँक्रेबिहार विकास	-0.3625950515270233	-2.08725979453639	-0.9008137552361739
0a23f111ea	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/6a6d1/0a23f111ea.wav	आवन्टित भएको छ	आवन्तित भएको छ	आवन्तित भएको छ	-0.3408470153808594	-1.4259395599365234	-1.2739095230548021e-08	आवन्तित भएको छ	आवन्तित भएको छ	-0.32996517419815063	-1.4259395599365234	-1.2739095230548021e-08
0a25942a5b	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5d09c/0a25942a5b.wav	टायो क्रुज एक	टायो क्र	टायो क्र	-0.3588220775127411	-2.912660386827257	-0.02668223778406779	डायोक्रो	डायो क्र	-0.5741980671882629	-2.9729946984185114	-0.029566453562842474
0a26c0f3b5	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/8389b/0a26c0f3b5.wav	व्यक्तिगत र नैतिक	व्यक्तिगत र न	व्यक्तिगत र न	-0.28766486048698425	-2.162641933986119	-1.7034627879703684e-07	व्यक्तिगत र न	व्यक्तिगत र न	-0.2666863203048706	-2.162641933986119	-1.7034627879703684e-07
0a2b791266	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/41b2c/0a2b791266.wav	आइतबार टिकटको	आइतबार किकटको	आइतबार किकटको	-0.32333967089653015	-2.9140597752162387	-1.462090994307021e-08	आइतबार टिकटको	आइतबार टिकटको	-0.32340919971466064	-2.827134541102818	-2.5469024730487685e-08
0a30b05cf0	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d8b68/0a30b05cf0.wav	अर्को नियमको ढुकुटीमा	अर्को नियमको ढुकुटीमा	अर्को नियमको ढुकुटीमा	-0.2996961176395416	-2.0682331431995737	-9.131740212482824e-08	अर्को नियमको ढुकुटीमा	अर्को नियमको ढुकुटीमा	-0.300911009311676	-2.0682331431995737	-9.131740212482824e-08
0a3329074b	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/4b9fc/0a3329074b.wav	पृथ्वीमा झार्दै	पृथ्वीमा जाड्दै	पृथ्वीमा जाड्दै	-0.3199494183063507	-2.0287046432495117	-1.657982551250825e-08	पृथ्वीमा जाड्दै	पृथ्वीमा जाड्दै	-0.29988524317741394	-2.0287046432495117	-1.657982551250825e-08
0a35c75b4c	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/73d74/0a35c75b4c.wav	जम्मा बाह्रवटा ढोका	जम्मा बाह्र	जम्मा बाह्र	-0.33745259046554565	-2.1441968282063804	-4.1383062428697787e-07	जम्मा बाह्र	जम्मा बाह्र	-0.3003341853618622	-2.1441968282063804	-4.1383062428697787e-07
0a38c4ebca	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/76dab/0a38c4ebca.wav	नेपालमै प्रशोधन भएको पहिलो नेपाली चलचित्र रक्षा यसका निर्माता निर्देशक प्रेम बानियाँ हुन्	नेपालमै प्रशोधन भएको पहिलो नेपाली चलचित्र रक्षा यसका निर्माता निर	नेपालमै प्रशोधन भएको पहिलो नेपाली चलचित्र रक्षा यसका निर्माता निर	-0.3047572672367096	-1.7231173659815933	-5.196916666164091e-07	नेपालमै प्रशोधन भएको पहिलो नेपाली चलचित्र रक्षा यसका निर्माता निर	नेपालमै प्रशोधन भएको पहिलो नेपाली चलचित्र रक्षा यसका निर्माता निर	-0.26170241832733154	-1.7231173659815933	-5.196916666164091e-07
0a3b5dd19f	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/6c1a9/0a3b5dd19f.wav	यसलाई तपाईँले पनि	यसलाई तपाईँले पनि	यसलाई तपाईँले पनि	-0.3090571463108063	-1.1257601843939886	-1.2608226140340169	यसलाई तपाईँले पनि	यसलाई तपाईँले पनि	-0.2614135444164276	-1.1257601843939886	-1.2608226140340169
0a3e9d4f6b	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/ca5ed/0a3e9d4f6b.wav	कानको जालीलाई प्वाल	कानको जारीलाई प्वाल	कानको जारीलाई प्वाल	-0.34921881556510925	-2.1490421295166016	-7.75453727897002e-09	कानको जालीलाई प्वाल	कानको जालीलाई प्वाल	-0.29862794280052185	-2.110731506347656	-7.461864015567699e-09
0a445f64eb	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/07a6a/0a445f64eb.wav	अहिले नेपाल सरकारको	अहिले नेपाल सरकारको	अहिले नेपाल सरकारको	-0.31293874979019165	-1.2891250610351563	-1.2321576150498004e-07	अहिले नेपाल सरकारको	अहिले नेपाल सरकारको	-0.28656044602394104	-1.2891250610351563	-1.2321576150498004e-07
0a488cbf59	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/4aa5e/0a488cbf59.wav	परम्परागत लाखेनाचको प्रदर्शन	परम्परागत लाखेनाचको प्रदर्शन	परम्परागत लाखेनाचको प्रदर्शन	-0.29956895112991333	-2.2358472100619613	-4.9284651516966825e-08	परम्परागत लाखेनाचको प्रदर्शन	परम्परागत लाखेनाचको प्रदर्शन	-0.27608630061149597	-2.2358472100619613	-4.9284651516966825e-08
0a49dff374	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/90bdd/0a49dff374.wav	लगाएको छ त्यो	लगाएको छ त्यो	लगाएको छ त्यो	-0.2896133065223694	-1.4799346923828125	-9.608175527578818e-07	लगाएको छ त्यो	लगाएको छ त्यो	-0.2652692496776581	-1.4799346923828125	-9.608175527578818e-07
0a5c442b0b	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1b37d/0a5c442b0b.wav	भइसक्नुभएको थियो	भइसक्नुभएको थियो	भइसक्नुभएको थियो	-0.3061874508857727	-1.638123119578642	-6.031012510314159e-08	भइसक्नुभएको थियो	भइसक्नुभएको थियो	-0.29115208983421326	-1.638123119578642	-6.031012510314159e-08
0a6ac47e2d	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d593e/0a6ac47e2d.wav	गरे जस अन्तर्गत	गरे जस अन्तर्गत	गरे जस अन्तर्गत	-0.31644025444984436	-1.7309588193893433	-7.744882424276511e-08	गरे जस अन्तर्गत	गरे जस अन्तर्गत	-0.2872306704521179	-1.7309588193893433	-7.744882424276511e-08
0a6d8c4816	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/163a6/0a6d8c4816.wav	जागरण थप्न गाविसको	जागरण थप्न गाविसक	जागरण थप्न गाविसक	-0.30880728363990784	-2.8667483859592013	-1.5104685897111065e-07	जागरण थप्न गाविसक	जागरण थप्न गाविसक	-0.277286171913147	-2.8667483859592013	-1.5104685897111065e-07
0a6eb1b731	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/76223/0a6eb1b731.wav	ज्ञानयोगी भक्ति योगी	ज्ञान योगी भक्	ज्ञान योगी भक्	-0.34916043281555176	-2.352905782063802	-1.6860358300618828e-07	ज्ञान योगी भक्	ज्ञान योगी भक्	-0.29493170976638794	-2.352905782063802	-1.6860358300618828e-07
0a70789d0f	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/31a35/0a70789d0f.wav	राष्ट्रिय युनियनको	राष्ट्रिय युनियनको	राष्ट्रिय युनियनको	-0.2976459562778473	-1.4932035145006681	-6.134329946929172e-08	राष्ट्रिय युनियनको	राष्ट्रिय युनियनको	-0.27617207169532776	-1.4932035145006681	-6.134329946929172e-08
0a762124d9	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5e6be/0a762124d9.wav	बनाइएको काठको	बनाइएको काठको	बनाइएको काठको	-0.373759001493454	-1.5669547489711217	-2.2387095149107544e-07	बनाइएको कागको	बनाइएको कागको	-0.3629496693611145	-1.8444558552333288	-2.3357720887621065e-07
0a77ec931e	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/20ebe/0a77ec931e.wav	तिर लुम्बिनी सन्देश	तिर लुम्बिनी सन्देश	तिर लुम्बिनी सन्देश	-0.3045068383216858	-2.1759902954101564	-1.4653911648565554e-07	तिर लुम्बिनी सन्देश	तिर लुम्बिनी सन्देश	-0.2936791181564331	-2.1759902954101564	-1.4653911648565554e-07
0a7b047b9c	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/67933/0a7b047b9c.wav	बारेमा सोचिरहेका छन्	बारेमा सूचिरहेका छन्	बारेमा सूचिरहेका छन्	-0.31438541412353516	-1.8050017583937872	-2.5224053279955462e-08	बारेमा सूचिरहेका छन्	बारेमा सूचिरहेका छन्	-0.2816503942012787	-1.8050017583937872	-2.5224053279955462e-08
0a7fdbd9d9	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5c4b9/0a7fdbd9d9.wav	डर भनेको	डर भनेको	डर भनेको	-0.34600767493247986	-2.431880315144857	-5.600250890185836e-08	डर भनेको	डर भनेको	-0.3058571517467499	-2.431880315144857	-5.600250890185836e-08
0a8565bba6	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/c69a8/0a8565bba6.wav	कारणले इस्मा राज्यले	कारणले इस्मा राज्यल	कारणले इस्मा राज्यल	-0.2870783805847168	-2.0163105010986326	-7.464335567419767e-08	कारणले इस्मा राज्यल	कारणले इस्मा राज्यल	-0.2589573562145233	-2.0163105010986326	-7.464335567419767e-08
0a85921e16	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/c89a6/0a85921e16.wav	मन्दिरमा तीनवटा हिन्दू	मन्दिरमा तीनवटा हिन्	मन्दिरमा तीनवटा हिन्	-0.2956913411617279	-2.163333711170015	-2.2492027017592806e-07	मन्दिरमा तीनवटा हिन्	मन्दिरमा तीनवटा हिन्	-0.2797842025756836	-2.163333711170015	-2.2492027017592806e-07
0a86bc56fd	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/20ebe/0a86bc56fd.wav	भौगोलिक बनावट अनुसार	भौगोलिक बनावटअनुसार	भौगोलिक बनावटअनुसार	-0.3261018991470337	-2.6054601669311523	-1.0345569307901315e-07	भौगोलिक बनावटअनुसार	भौगोलिक बनावट अनुसार	-0.32871541380882263	-2.1535691760835194	-9.951809044564254e-08
0a8c36df94	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d03c8/0a8c36df94.wav	शारीरिक विकासको ढिलाइ	शारीरिक विकास गुढीलाई	शारीरिक विकास गुढीलाई	-0.4563547670841217	-2.17930082841353	-2.0233853154588194e-07	शारीरिक विकास हुढीलाई	शारीरिक विकास हुढीलाई	-0.3392347991466522	-2.299420616843484	-2.0523973696320105e-07
0a8e76cc89	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/90bdd/0a8e76cc89.wav	डी क्लर्क	डी क्लार्क	डी क्लार्क	-0.36672765016555786	-3.0455821644176138	-1.1883239494636655e-05	डी क्लार्क	डी क्लार्क	-0.3649982810020447	-3.0455821644176138	-1.1883239494636655e-05
0a92437f61	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/f4763/0a92437f61.wav	राखे तब उनीहरूको	राखेँ तब उनीहरूको	राखे तब उनीहरूको	-0.3664240837097168	-1.8846489401424633	-2.7048294856178796e-07	राखेँ तब उनीहरूको	राखेँ तब उनीहरूको	-0.31382477283477783	-2.0845069885253906	-0.8728585243225098
0a95639ef9	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/90913/0a95639ef9.wav	यो भाषा परिवार	यो भाष	यो भाष	-0.2849355638027191	-2.2969602857317244	-9.63130072964954e-07	यो भाष	यो भाष	-0.25722256302833557	-2.2969602857317244	-9.63130072964954e-07
0aa33d9210	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/62e53/0aa33d9210.wav	देखि बढ्ने वाला	देखि बढ्ने वाला	देखि बढ्ने वाला	-0.3372209668159485	-1.8815298080444336	-1.612392281913344e-07	देखि बढ्ने वाला	देखि बढ्ने वाला	-0.28825291991233826	-1.8815298080444336	-1.612392281913344e-07
0aa60bf334	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/efcb9/0aa60bf334.wav	गृष्मऋतु अन्तर्गत पर्दछन्	गृष्मऋतु अन्तर्गत पर्दछन्	गृष्मऋतु अन्तर्गत पर्दछन्	-0.3026696443557739	-2.036849095271184	-7.739073190840337e-08	गृष्मऋतु अन्तर्गत पर्दछन्	गृष्मऋतु अन्तर्गत पर्दछन्	-0.2730133831501007	-2.036849095271184	-7.739073190840337e-08
0aab68b6b0	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/6fcfb/0aab68b6b0.wav	हजुरआमाले त्यसले खान्छ	हजुरआमाले जसले खा	हजुरआमाले जसले खा	-0.29068249464035034	-2.8593292236328125	-9.55253704483362e-07	हजुरआमाले त्यसले 	हजुरआमाले त्यसले 	-0.29823145270347595	-2.603521982828776	-0.004964158766799503
0ab077d134	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/37155/0ab077d134.wav	सञ्चालन हुन सक्यो	सञ्चालन हुन सक्यो	सञ्चालन हुन सक्यो	-0.29326242208480835	-1.7332818773057725	-7.985449378288145e-07	सञ्चालन हुन सक्यो	सञ्चालन हुन सक्यो	-0.30411607027053833	-1.7332818773057725	-7.985449378288145e-07
0ab0aa0b93	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/15b60/0ab0aa0b93.wav	भ्रष्टाचारबाट पीडित अरूको	भ्रष्टाचारबाट पीडित अर	भ्रष्टाचारबाट पीडित अर	-0.3517826795578003	-2.5626791249150815	-3.28220377686312e-06	भ्रष्ट्राचारबाट पीडित 	भ्रष्ट्राचारबाट पीडित 	-0.29917478561401367	-2.4353438667629077	-0.014100904050080673
0ab65e1754	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/4b140/0ab65e1754.wav	रमेर बसुँला प्यारी	रमेरा बसुला प्यारी	रमेरा बसुला प्यारी	-0.3653143346309662	-2.4108619689941406	-2.1046250702439514e-07	रमेर बसुला प्यारी	रमेर बसुला प्यारी	-0.3567989468574524	-2.391611099243164	-2.259574153463796e-07
0ab6e38e69	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/7ea66/0ab6e38e69.wav	नगरिदिनु होला	नगरिदिने होला	नगरिदिने होला	-0.367023766040802	-2.058331625802176	-6.290323182968547e-08	नगर दिनु होला	नगर दिनु होला	-0.4057016670703888	-1.9446731294904436	-6.771078428105934e-08
0abab1dd98	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/cc4bf/0abab1dd98.wav	सङ्गीत दिवस मनाउन	सङ्गीत दिवस मनाउन	सङ्गीत दिवस मनाउन	-0.30512943863868713	-2.3100994957817926	-3.934172178156182e-08	सङ्गीत दिवस मनाउन	सङ्गीत दिवस मनाउन	-0.3318893015384674	-2.3100994957817926	-3.934172178156182e-08
0abe204585	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/804c8/0abe204585.wav	बच्चनले चलचित्रहरूमा आफ्नो	बच्चनले चलचित्रहरूमा आफ्नो	बच्चनले चलचित्रहरूमा आफ्नो	-0.29478010535240173	-1.5022611264829282	-1.1050036576947335e-06	बच्चनले चलचित्रहरूमा आफ्नो	बच्चनले चलचित्रहरूमा आफ्नो	-0.2662414014339447	-1.5022611264829282	-1.1050036576947335e-06
0ac0b5f344	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/5297a/0ac0b5f344.wav	भन्ने मलाई लाग्छ	भन्ने मलाई लाग्	भन्ने मलाई लाग्	-0.29276981949806213	-1.6061315536499023	-1.3475599303092167e-07	भन्ने मलाई लाग्	भन्ने मलाई लाग्	-0.267252653837204	-1.6061315536499023	-1.3475599303092167e-07
0ac1d7cf91	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/6a6d1/0ac1d7cf91.wav	रहेको छ चेर	रहेको छ चेर	रहेको छ चेर	-0.3214387893676758	-1.7068993250528972	-9.919093220863336e-08	रहेको छ चेर	रहेको छ चेर	-0.30533531308174133	-1.7068993250528972	-9.919093220863336e-08
0ac71d126b	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/2526c/0ac71d126b.wav	शब्दहरूलाई बनाउनुहोला	शब्दहरूलाई बनाउनुहोला	शब्दहरूलाई बनाउनुहोला	-0.30040720105171204	-1.432674234563654	-2.823617251124233e-07	शब्दहरूलाई बनाउनुहोला	शब्दहरूलाई बनाउनुहोला	-0.2798125743865967	-1.432674234563654	-2.823617251124233e-07
0ac832c3c2	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/59e9e/0ac832c3c2.wav	विवाह पनि भयो	विवाह पनि भयो	विवाह पनि भयो	-0.3162488341331482	-1.6830479758126395	-1.4734214102775565e-08	विवाह पनि भयो	विवाह पनि भयो	-0.2849467396736145	-1.6830479758126395	-1.4734214102775565e-08
0acb92eafa	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/69801/0acb92eafa.wav	शासकसँग भेटेका छन्	शासकसँग भेटेका 	शासकसँग भेटेका 	-0.48726317286491394	-2.3302369117736816	-3.220705548301339e-05	शासकसँग भेटरेका	शासकसँग भेटरेका	-0.3459048867225647	-2.385033130645752	-5.36635241132899e-07
0ace31dab2	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/e349f/0ace31dab2.wav	लागि यसले आफ्नै	लागि यसले आफ्नै	लागि यसले आफ्नै	-0.3124966323375702	-1.4652798175811768	-8.227996204368537e-07	लागि यसले आफ्नै	लागि यसले आफ्नै	-0.293051540851593	-1.4652798175811768	-8.227996204368537e-07
0acfa32cfc	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/f9ab5/0acfa32cfc.wav	सीमा हिन्द महासागरद्वारा	सिमा हिन्द महासागरद्वार	सिमा हिन्द महासागरद्वार	-0.38258352875709534	-2.1386505762736	-1.3961143470927104e-07	श्रीमा हिन्द महासागरद्व	श्रीमा हिन्द महासागरद्व	-0.3538607656955719	-2.228940804799398	-2.995182815842175e-07
0ad53b8f4c	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/41d46/0ad53b8f4c.wav	राजनीतिमा होमिनु भएको	राजनीतिमा होमिनु भए	राजनीतिमा होमिनु भए	-0.31516140699386597	-1.9324398040771484	-1.4478771390713518e-07	राजनीतिमा होमिनु भए	राजनीतिमा होमिनु भए	-0.3243252635002136	-1.9324398040771484	-1.4478771390713518e-07
0ad6ca4a98	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d4b2f/0ad6ca4a98.wav	आधारित छन् भने	आधारित छन् भने	आधारित छन् भने	-0.3069848418235779	-1.5748733520507812	-1.7656282125244614e-08	आधारित छन् भने	आधारित छन् भने	-0.27624568343162537	-1.5748733520507812	-1.7656282125244614e-08
0ad83c7465	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/58eba/0ad83c7465.wav	न्युट्रन एउटा नयाँ	न्युटन एउटा नयाँ	न्युटन एउटा नयाँ	-0.38608160614967346	-1.9151469959932215	-1.7447390836827896	न्युटन एउटा नयाँ	न्युटन एउटा नयाँ	-0.31575825810432434	-1.9151469959932215	-1.7447390836827896
0adb364a40	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/ceb25/0adb364a40.wav	लेखेको भए मलाई	लेखेको भए मलाई	लेखेको भए मलाई	-0.31353864073753357	-1.7986007690429688	-9.128166008546638e-07	लेखेको भए मलाई	लेखेको भए मलाई	-0.28194260597229004	-1.7986007690429688	-9.128166008546638e-07
0ae313879a	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/6d3c6/0ae313879a.wav	गर्न नपाईने भयो	गर्न नपाइने भय	गर्न नपाइने भय	-0.29779794812202454	-1.9910868326822917	-9.015225259645376e-08	गर्न नपाइने भय	गर्न नपाइने भय	-0.2731883227825165	-1.9910868326822917	-9.015225259645376e-08
0ae8fddcd2	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/e82ed/0ae8fddcd2.wav	प्रति उपेक्षाको भाव	प्रति उपेक्षाको भ	प्रति उपेक्षाको भ	-0.3036130368709564	-2.0388738844129772	-0.0008384554336468378	प्रति उपेक्षाको भ	प्रति उपेक्षाको भ	-0.25854235887527466	-2.0388738844129772	-0.0008384554336468378
0aee549187	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/d4b2f/0aee549187.wav	तुलसी जल आदि राखिन्छ	तुलसी जल आदि राखिन्छ	तुलसी जल आदि राखिन्छ	-0.29954519867897034	-2.113468351818266	-4.5343122543445564e-07	तुलसी जल आदि राखिन्छ	तुलसी जल आदि राखिन्छ	-0.27519840002059937	-2.113468351818266	-4.5343122543445564e-07
0af219f88c	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1f917/0af219f88c.wav	एउटा मात्र चिठी लिन दिने	एउटा मात्र चिठीली नदि	एउटा मात्र चिठीली नदि	-0.33493486046791077	-2.2530604275790127	-1.4473371265921742e-06	एउटा मात्र चिठी लिन द	एउटा मात्र चिठी लिन द	-0.3091248571872711	-2.2596799677068535	-3.3448234469026583e-07
0af5181737	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/e7c22/0af5181737.wav	चिरेर गएको यो	चिरेर गएको यो	चिरेर गएको यो	-0.31479984521865845	-2.2267653601510182	-1.8685318942906244e-08	चिरेर गएको यो	चिरेर गएको यो	-0.2904156446456909	-2.2267653601510182	-1.8685318942906244e-08
0af52353ef	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/e8f6f/0af52353ef.wav	उनले आफ्नो बुहारी	उनले आफ्नो बुहारी	उनले आफ्नो बुहारी	-0.32728397846221924	-1.4811517927381728	-2.3849319556272047e-08	उनले आफ्नो बुहारी	उनले आफ्नो बुहारी	-0.31879323720932007	-1.4811517927381728	-2.3849319556272047e-08
0af765d7ba	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/1f680/0af765d7ba.wav	ग्याँसहरूलाई निस्कने	ग्याँसहरूलाई निस्कने	ग्याँसहरूलाई निस्कने	-0.3068777024745941	-2.0748385474795388	-0.9790352412632534	ग्याँसहरूलाई निस्कने	ग्याँसहरूलाई निस्कने	-0.2845442295074463	-2.0748385474795388	-0.9790352412632534
0afa6359ac	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/f9558/0afa6359ac.wav	अन्तर्राष्ट्रिय समुदाय	अन्तर्राष्ट्रिय समुदाय	अन्तर्राष्ट्रिय समुदाय	-0.2849530577659607	-1.288756909577743	-1.5101247062494108e-07	अन्तर्राष्ट्रिय समुदाय	अन्तर्राष्ट्रिय समुदाय	-0.2574807405471802	-1.288756909577743	-1.5101247062494108e-07
0afd2bca5e	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/ccdde/0afd2bca5e.wav	एउटा भाषालाई	एउटा भाषाल	एउटा भाषाल	-0.28409796953201294	-2.02920879017223	-6.242129198984582e-07	एउटा भाषाल	एउटा भाषाल	-0.25055986642837524	-2.02920879017223	-6.242129198984582e-07
0b052957f4	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/21ba4/0b052957f4.wav	रुद्रावती नदीको उत्पत्ति	रुद्रावती नदीको उत्प	रुद्रावती नदीको उत्प	-0.28879883885383606	-2.3603477478027344	-1.7501542970421724e-07	रुद्रावती नदीको उत्प	रुद्रावती नदीको उत्प	-0.26414304971694946	-2.3603477478027344	-1.7501542970421724e-07
0b1070ae71	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/fe533/0b1070ae71.wav	कुनै ठोस प्रमाण	कुनै ठोस प्रमाण	कुनै ठोस प्रमाण	-0.29855015873908997	-1.9155763387680054	-2.31639859293864e-07	कुनै ठोस प्रमाण	कुनै ठोस प्रमाण	-0.2697979807853699	-1.9155763387680054	-2.31639859293864e-07
0b125477d6	/home/is/r-ghimire/speechain/datasets/slr54nepaliasr/data/wav16000/test/abc37/0b125477d6.wav	सामान्यतया प्रत्येक वर्षको	सामान्यतया प्रत्येक वर्षको	सामान्यतया प्रत्येक वर्षको	-0.2991526424884796	-1.4372759218569156	-2.493973212309626e-08	सामान्यतया प्रत्येक वर्षको	सामान्यतया प्रत्येक वर्षको	-0.2639617621898651	-1.4372759218569156	-2.493973212309626e-08
